location,breakOutCategory,breakOut,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize
Michigan,Maternal Age (4 Levels),<20 yrs,TRUE,15.6,10,23.5,28
Rhode Island,Maternal Age (4 Levels),<20 yrs,FALSE,78.8,65.8,87.8,72
Colorado,Maternal Age (4 Levels),<20 yrs,TRUE,6.2,3,12.4,15
New York (excluding NYC),Maternal Age (4 Levels),<20 yrs,FALSE,84.5,69.8,92.8,52
Wisconsin,Maternal Age (4 Levels),<20 yrs,FALSE,88.7,78.1,94.5,172
Nebraska,Maternal Age (4 Levels),<20 yrs,FALSE,79.1,69.6,86.2,109
Massachusetts,Maternal Age (4 Levels),<20 yrs,TRUE,14.7,6.7,29.2,11
Maine,Maternal Age (4 Levels),<20 yrs,FALSE,86.2,74.3,93.1,56
Michigan,Maternal Age (4 Levels),<20 yrs,FALSE,84.4,76.5,90,131
Oregon,Maternal Age (4 Levels),<20 yrs,TRUE,10.1,6.3,15.7,27
Utah,Maternal Age (4 Levels),<20 yrs,FALSE,87.8,79.3,93.1,77
Minnesota,Maternal Age (4 Levels),<20 yrs,FALSE,76.7,60.6,87.5,59
Maryland,Maternal Age (4 Levels),<20 yrs,TRUE,19.4,9.1,36.7,13
Georgia,Maternal Age (4 Levels),<20 yrs,TRUE,9.6,7.2,12.7,45
Pennsylvania,Maternal Age (4 Levels),<20 yrs,TRUE,9.3,3.7,21.7,5
Minnesota,Maternal Age (4 Levels),<20 yrs,TRUE,23.3,12.5,39.4,12
Massachusetts,Maternal Age (4 Levels),<20 yrs,FALSE,85.3,70.8,93.3,64
Delaware,Maternal Age (4 Levels),<20 yrs,FALSE,91.3,82.7,95.9,80
Arkansas,Maternal Age (4 Levels),<20 yrs,FALSE,88.1,77.9,93.9,158
Oklahoma,Maternal Age (4 Levels),<20 yrs,TRUE,10.4,5,20.5,19
New York City,Maternal Age (4 Levels),<20 yrs,FALSE,71.3,53.9,84.1,46
Hawaii,Maternal Age (4 Levels),<20 yrs,FALSE,84,70.1,92.2,93
New Jersey,Maternal Age (4 Levels),<20 yrs,TRUE,21.9,14.1,32.4,20
Nebraska,Maternal Age (4 Levels),<20 yrs,TRUE,20.9,13.8,30.4,34
New York (excluding NYC),Maternal Age (4 Levels),<20 yrs,TRUE,15.5,7.2,30.2,8
West Virginia,Maternal Age (4 Levels),<20 yrs,TRUE,9.4,5.6,15.6,21
Vermont,Maternal Age (4 Levels),<20 yrs,FALSE,91,80.1,96.2,53
New Mexico,Maternal Age (4 Levels),<20 yrs,FALSE,81.3,74.4,86.7,130
Utah,Maternal Age (4 Levels),<20 yrs,TRUE,12.2,6.9,20.7,14
Arkansas,Maternal Age (4 Levels),<20 yrs,TRUE,11.9,6.1,22.1,27
West Virginia,Maternal Age (4 Levels),<20 yrs,FALSE,90.6,84.4,94.4,186
Wyoming,Maternal Age (4 Levels),<20 yrs,TRUE,18.5,8.5,35.6,7
Maryland,Maternal Age (4 Levels),<20 yrs,FALSE,80.6,63.3,90.9,41
Delaware,Maternal Age (4 Levels),<20 yrs,TRUE,8.7,4.1,17.3,8
Washington,Maternal Age (4 Levels),<20 yrs,FALSE,89.1,76.5,95.3,68
Vermont,Maternal Age (4 Levels),<20 yrs,TRUE,9,3.8,19.9,5
Missouri,Maternal Age (4 Levels),<20 yrs,TRUE,6.5,3,13.5,11
Maine,Maternal Age (4 Levels),<20 yrs,TRUE,13.8,6.9,25.7,11
New Jersey,Maternal Age (4 Levels),<20 yrs,FALSE,78.1,67.6,85.9,67
Oregon,Maternal Age (4 Levels),<20 yrs,FALSE,89.9,84.3,93.7,112
Oklahoma,Maternal Age (4 Levels),<20 yrs,FALSE,89.6,79.5,95,169
Wyoming,Maternal Age (4 Levels),<20 yrs,FALSE,81.5,64.4,91.5,53
New York City,Maternal Age (4 Levels),<20 yrs,TRUE,28.7,15.9,46.1,15
Colorado,Maternal Age (4 Levels),<20 yrs,FALSE,93.8,87.6,97,138
New Mexico,Maternal Age (4 Levels),<20 yrs,TRUE,18.7,13.3,25.6,28
Pennsylvania,Maternal Age (4 Levels),<20 yrs,FALSE,90.7,78.3,96.3,63
Wisconsin,Maternal Age (4 Levels),<20 yrs,TRUE,11.3,5.5,21.9,26
Missouri,Maternal Age (4 Levels),<20 yrs,FALSE,93.5,86.5,97,87
Hawaii,Maternal Age (4 Levels),<20 yrs,TRUE,16,7.8,29.9,10
Washington,Maternal Age (4 Levels),<20 yrs,TRUE,10.9,4.7,23.5,11
Rhode Island,Maternal Age (4 Levels),<20 yrs,TRUE,21.2,12.2,34.2,15
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,82.5,81.2,83.7,8677
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,17.5,16.3,18.8,1837
Georgia,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,17.8,12.5,24.7,68
Oklahoma,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,87.9,83,91.5,549
Colorado,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,84.8,79.9,88.8,411
Missouri,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,84.8,80.4,88.4,340
Oklahoma,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,12.1,8.5,17,96
Missouri,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,15.2,11.6,19.6,62
Washington,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,17.9,13.3,23.7,62
Utah,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,20.1,16,24.9,80
Wyoming,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,78.6,71.7,84.2,187
Vermont,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,16.4,12.5,21.2,45
Wisconsin,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,20.8,15.3,27.7,88
Nebraska,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,75.5,70.6,79.9,380
Wyoming,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,21.4,15.8,28.3,47
Hawaii,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,83.8,78.6,88,341
Maine,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,78.4,72.3,83.4,227
Arkansas,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,83.5,77.7,88.1,500
Maine,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,21.6,16.6,27.7,61
Utah,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,79.9,75.1,84,314
New Jersey,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,20.5,15.9,26,58
Maryland,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,19.9,13.2,28.8,38
Delaware,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,85.5,80.8,89.2,259
New Mexico,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,19,15.8,22.6,95
New York City,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,21.3,15.9,28,61
Oregon,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,78.8,73.2,83.5,408
New York (excluding NYC),Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,16,10.8,22.9,36
Arkansas,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,16.5,11.9,22.3,94
Michigan,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,14.7,11.5,18.5,85
Wisconsin,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,79.2,72.3,84.7,453
West Virginia,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,83.8,80.1,86.9,566
Oregon,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,21.2,16.5,26.8,113
Washington,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,82.1,76.3,86.7,260
Pennsylvania,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,15.1,10.7,20.7,38
Massachusetts,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,84.2,78.6,88.5,255
Maryland,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,80.1,71.2,86.8,157
Minnesota,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,78.9,72.8,84,246
Pennsylvania,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,84.9,79.3,89.3,218
New Mexico,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,81,77.4,84.2,413
Colorado,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,15.2,11.2,20.1,79
New York (excluding NYC),Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,84,77.1,89.2,195
West Virginia,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,16.2,13.1,19.9,113
Michigan,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,85.3,81.5,88.5,461
Massachusetts,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,15.8,11.5,21.4,63
Vermont,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,83.6,78.8,87.5,234
Georgia,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,82.2,75.3,87.5,595
Rhode Island,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,21.2,16.2,27.2,60
Delaware,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,14.5,10.8,19.2,41
Rhode Island,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,78.8,72.8,83.8,244
New Jersey,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,79.5,74,84.1,248
Minnesota,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,21.1,16,27.2,60
New York City,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,FALSE,78.7,72,84.1,216
Hawaii,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,16.2,12,21.4,69
Nebraska,Maternal Age - 18 to 44 years in groupings,Age 18 - 24,TRUE,24.5,20.1,29.4,125
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,67.4,66.1,68.7,8119
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,32.6,31.3,33.9,3999
Wisconsin,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,36.9,31.2,43,156
New York City,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,74.6,69.3,79.2,311
Delaware,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,70.3,65.3,74.8,243
Georgia,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,76.1,68.6,82.3,297
Wyoming,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,56.3,49.4,63,161
West Virginia,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,29.5,24.8,34.6,145
Oklahoma,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,66.2,59.5,72.3,452
Michigan,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,35.8,31.3,40.6,173
New Jersey,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,40.2,35.3,45.4,167
New Jersey,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,59.8,54.6,64.7,270
Nebraska,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,40,35.6,44.5,240
Oregon,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,30.5,25.5,36,179
Maryland,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,21.6,16.2,28.2,88
Pennsylvania,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,30.9,26.2,36,136
Minnesota,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,37.3,33.2,41.7,206
Nebraska,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,60,55.5,64.4,404
Massachusetts,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,65.2,59.4,70.7,362
Wyoming,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,43.7,37,50.6,105
Michigan,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,64.2,59.4,68.7,371
New Mexico,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,29.7,25.8,34,142
Hawaii,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,28,23.2,33.4,136
West Virginia,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,70.5,65.4,75.2,377
Missouri,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,69.7,64.7,74.2,300
Utah,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,38.9,34.5,43.5,230
Arkansas,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,78.4,71.7,83.9,327
Maine,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,37.5,32.1,43.2,148
Missouri,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,30.3,25.8,35.3,139
Oklahoma,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,33.8,27.7,40.5,232
Maine,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,62.5,56.8,67.9,233
New York (excluding NYC),Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,63.6,56.8,69.9,202
Washington,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,38.5,33,44.4,145
Rhode Island,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,64.5,59.2,69.4,254
Pennsylvania,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,69.1,64,73.8,262
Wisconsin,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,63.1,57,68.8,370
New Mexico,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,70.3,66,74.2,327
Vermont,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,63.5,58.4,68.3,228
Delaware,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,29.7,25.2,34.7,108
Minnesota,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,62.7,58.3,66.8,368
Arkansas,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,21.6,16.1,28.3,97
Maryland,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,78.4,71.8,83.8,213
Rhode Island,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,35.5,30.6,40.8,157
New York City,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,25.4,20.8,30.7,118
Vermont,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,36.5,31.7,41.6,132
Colorado,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,65.9,60.7,70.7,404
Georgia,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,23.9,17.7,31.4,93
Massachusetts,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,34.8,29.3,40.6,169
Washington,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,61.5,55.6,67,268
Hawaii,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,72,66.6,76.8,367
Colorado,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,34.1,29.3,39.3,233
New York (excluding NYC),Maternal Age - 18 to 44 years in groupings,Age 25 - 29,TRUE,36.4,30.1,43.2,125
Oregon,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,69.5,64,74.5,412
Utah,Maternal Age - 18 to 44 years in groupings,Age 25 - 29,FALSE,61.1,56.5,65.5,336
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,55.1,53.8,56.5,7032
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,44.9,43.5,46.2,5439
Michigan,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,41.9,37.1,46.8,205
New York City,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,59.4,54.7,63.9,394
Missouri,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,46.1,40.4,51.8,174
Utah,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,37.8,32.8,43.2,164
Missouri,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,53.9,48.2,59.6,201
Maryland,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,44,38.9,49.1,421
Delaware,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,41.6,36.6,46.7,160
Rhode Island,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,55.1,50.2,59.9,269
Oregon,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,54,48.1,59.7,335
New Mexico,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,59,54.1,63.8,213
Hawaii,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,39.3,34.3,44.5,235
West Virginia,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,64.8,57.8,71.3,208
Utah,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,62.2,56.8,67.2,275
Arkansas,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,62.1,52.4,70.9,188
Maine,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,53.3,47.2,59.3,182
New York (excluding NYC),Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,47.6,41.9,53.3,227
Colorado,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,48.9,43.5,54.3,339
Oklahoma,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,40.8,33.6,48.5,211
Pennsylvania,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,52.4,46.8,57.9,196
Minnesota,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,50.4,45.6,55.2,235
Wyoming,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,55.2,46.3,63.7,99
Nebraska,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,55.3,50.1,60.3,307
Massachusetts,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,46.4,41.6,51.3,367
Georgia,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,60.6,52.7,68,229
New York (excluding NYC),Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,52.4,46.7,58.1,238
Maine,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,46.7,40.7,52.8,156
Maryland,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,56,50.9,61.1,507
Delaware,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,58.4,53.3,63.4,212
Vermont,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,55.3,50.5,60.1,233
Michigan,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,58.1,53.2,62.9,306
Vermont,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,44.7,39.9,49.5,183
Minnesota,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,49.6,44.8,54.4,239
Washington,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,56.7,50.8,62.3,245
West Virginia,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,35.2,28.7,42.2,116
New York City,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,40.6,36.1,45.3,273
Wisconsin,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,49.7,43.3,56,165
Rhode Island,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,44.9,40.1,49.8,236
Wisconsin,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,50.3,44,56.7,256
Washington,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,43.3,37.7,49.2,169
Georgia,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,39.4,32,47.3,139
Wyoming,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,44.8,36.3,53.7,70
New Mexico,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,41,36.2,45.9,160
Massachusetts,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,53.6,48.7,58.4,344
New Jersey,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,42.7,38.6,47,267
New Jersey,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,57.3,53,61.4,364
Arkansas,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,37.9,29.1,47.6,76
Oregon,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,46,40.3,51.9,256
Hawaii,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,60.7,55.5,65.7,362
Nebraska,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,44.7,39.7,49.9,213
Oklahoma,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,FALSE,59.2,51.5,66.4,344
Pennsylvania,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,47.6,42.1,53.2,187
Colorado,Maternal Age - 18 to 44 years in groupings,Age 30 - 44,TRUE,51.1,45.7,56.5,321
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age 45+,FALSE,50.6,33.8,67.3,46
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age 45+,TRUE,49.4,32.7,66.2,48
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,85.7,81.4,89.2,796
PRAMS Total,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,14.3,10.8,18.6,145
Arkansas,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,22.5,8.6,47.3,11
Wisconsin,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,91.4,78.5,96.9,58
Wisconsin,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,8.6,3.1,21.5,10
New Mexico,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,25.6,15.6,39,13
New Mexico,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,74.4,61,84.4,39
Oklahoma,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,13.1,3.9,35.9,7
Nebraska,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,73.5,52.8,87.4,27
Hawaii,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,18.8,6.3,44,5
Colorado,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,90.9,74,97.2,31
Hawaii,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,81.2,56,93.7,32
Nebraska,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,26.5,12.6,47.2,9
West Virginia,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,14.7,6.8,28.9,9
Oregon,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,84.3,68.8,92.9,28
Oregon,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,15.7,7.1,31.2,10
Colorado,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,9.1,2.8,26,6
West Virginia,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,85.3,71.1,93.2,51
Oklahoma,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,86.9,64.1,96.1,53
Georgia,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,90,83.7,94,135
Georgia,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,10,6,16.3,15
Michigan,Maternal Age - 18 to 44 years in groupings,Age < 18,TRUE,14.8,5.6,33.9,6
Arkansas,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,77.5,52.7,91.4,35
Michigan,Maternal Age - 18 to 44 years in groupings,Age < 18,FALSE,85.2,66.1,94.4,38
PRAMS Total,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,67.2,66.4,68,23828
PRAMS Total,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,32.8,32,33.6,11275
Michigan,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,69.4,66.8,72,1138
Oklahoma,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,72.9,69.2,76.3,1345
Massachusetts,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,39.8,36.5,43.1,576
Nebraska,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,62.7,59.8,65.4,1091
Minnesota,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,38.6,35.8,41.5,501
Wisconsin,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,37.3,33.7,41.1,409
Wisconsin,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,62.7,58.9,66.3,1079
New York (excluding NYC),Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,36.1,32.4,39.8,388
Pennsylvania,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,32.5,29.4,35.7,361
Washington,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,34.6,31.3,38,376
Nebraska,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,37.3,34.6,40.2,578
Delaware,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,70.8,67.9,73.5,714
New Mexico,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,28.5,26.2,30.9,397
Pennsylvania,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,67.5,64.3,70.6,676
Washington,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,65.4,62,68.7,773
New Jersey,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,63.1,60.3,65.9,882
New Mexico,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,71.5,69.1,73.8,953
Massachusetts,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,60.2,56.9,63.5,984
Georgia,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,73.2,69,77,1121
New Jersey,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,36.9,34.1,39.7,492
Maine,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,38.2,34.8,41.7,391
Wyoming,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,36.3,32.2,40.7,222
Utah,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,33.3,30.6,36.2,474
Maryland,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,30.3,26.8,34,547
New York City,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,31.3,28.4,34.4,452
Wyoming,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,63.7,59.3,67.8,447
Georgia,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,26.8,23,31,300
Rhode Island,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,35.5,32.5,38.6,453
West Virginia,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,24.8,22.2,27.6,374
Missouri,Maternal Age - 18 to 44 years only,Age 18 - 44,FALSE,70.1,67.2,73,841
Colorado,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,35.5,32.4,38.6,633
Delaware,Maternal Age - 18 to 44 years only,Age 18 - 44,TRUE,29.2,26.5,32.1,309
