geolocation,question,location,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize,breakOut,breakOutCategory,questionID,locationID
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.8,91.5,95.5,696,Adequate PNC,Adequacy of Prenatal care,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),8.1,3.5,17.8,6,Inadequate PNC,Adequacy of Prenatal care,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),91.9,82.2,96.5,38,Inadequate PNC,Adequacy of Prenatal care,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),8.9,5,15.2,17,"Less than $10,000",Income (years 2004 and beyond),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.2,89.4,95.7,269,"$50,000 or more",Income (years 2004 and beyond),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),91.1,84.8,95,213,"Less than $10,000",Income (years 2004 and beyond),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),5.2,2.7,9.7,12,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),91.1,85.6,94.6,221,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),94.8,90.3,97.3,200,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6.8,4.3,10.6,20,"$50,000 or more",Income (years 2004 and beyond),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),8.9,5.4,14.4,21,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),5.4,3.7,7.8,31,Married,Marital Status,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),89,84.6,92.3,378,Other,Marital Status,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),94.6,92.2,96.3,573,Married,Marital Status,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),11,7.7,15.4,43,Other,Marital Status,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),96,93.1,97.7,370,30+ yrs,Maternal Age (3 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),96.2,91.1,98.4,89,<20 yrs,Maternal Age (3 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),90.3,87,92.9,492,20-29 yrs,Maternal Age (3 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),9.7,7.1,13,49,20-29 yrs,Maternal Age (3 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),4,2.3,6.9,20,30+ yrs,Maternal Age (3 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),3.8,1.6,8.9,5,<20 yrs,Maternal Age (3 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6.4,4.4,9.1,38,25-34 yrs,Maternal Age (4 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),88.8,82.7,92.9,217,20-24 yrs,Maternal Age (4 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),11.2,7.1,17.3,22,20-24 yrs,Maternal Age (4 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),94,87.3,97.3,132,35+ yrs,Maternal Age (4 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6,2.7,12.7,9,35+ yrs,Maternal Age (4 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.6,90.9,95.6,513,25-34 yrs,Maternal Age (4 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),96.2,91.1,98.4,89,<20 yrs,Maternal Age (4 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),3.8,1.6,8.9,5,<20 yrs,Maternal Age (4 Levels),QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),4.2,2.3,7.4,17,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),95.8,92.6,97.7,309,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),8,5.4,11.7,30,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),90.6,85.5,94.1,282,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),92,88.3,94.6,334,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),9.4,5.9,14.5,23,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),7.1,5.5,9.3,70,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),92.9,90.7,94.5,925,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),7.5,5.3,10.5,37,>12 yrs,Maternal Education,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6.7,3.8,11.5,16,< 12 yrs,Maternal Education,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),92.5,89.5,94.7,470,>12 yrs,Maternal Education,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.3,88.5,96.2,201,< 12 yrs,Maternal Education,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6.8,4.1,11.2,21,12 yrs,Maternal Education,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.2,88.8,95.9,277,12 yrs,Maternal Education,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),86.7,81.5,90.5,197,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),3.6,1.8,6.9,8,Hispanic,Maternal Race/Ethnicity,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),97,92.4,98.9,121,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),92.9,90.1,94.9,411,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),3,1.1,7.6,4,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),13.3,9.5,18.5,30,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),96.4,93.1,98.2,222,Hispanic,Maternal Race/Ethnicity,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),7.1,5.1,9.9,32,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.7,91.1,95.6,501,Non-Medicaid,Medicaid Recipient,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),8.6,5.9,12.4,38,Medicaid,Medicaid Recipient,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),91.4,87.6,94.1,449,Medicaid,Medicaid Recipient,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6.3,4.4,8.9,36,Non-Medicaid,Medicaid Recipient,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),96.4,93.1,98.2,222,Hispanic,Mother Hispanic,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),7.6,5.8,9.9,66,Non-Hispanic,Mother Hispanic,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),92.4,90.1,94.2,729,Non-Hispanic,Mother Hispanic,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),3.6,1.8,6.9,8,Hispanic,Mother Hispanic,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),92.8,90.7,94.5,951,None,None,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),7.2,5.5,9.3,74,None,None,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),94.5,92.1,96.1,595,1 or more,Number of Previous Live Births,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),5.5,3.9,7.9,42,1 or more,Number of Previous Live Births,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),90.2,86,93.3,356,0,Number of Previous Live Births,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),9.8,6.7,14,32,0,Number of Previous Live Births,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.4,90.6,95.5,459,Non-WIC,On WIC during Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),91.8,88.2,94.3,480,WIC,On WIC during Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),8.2,5.7,11.8,40,WIC,On WIC during Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6.6,4.5,9.4,33,Non-WIC,On WIC during Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),5.8,3.6,9.2,25,Unintended,Pregnancy Intendedness,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),92.5,89.7,94.6,558,Intended,Pregnancy Intendedness,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),94.2,90.8,96.4,379,Unintended,Pregnancy Intendedness,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),7.5,5.4,10.3,44,Intended,Pregnancy Intendedness,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.7,91.4,95.4,760,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),9.1,5.5,14.7,20,Smoker,Smoked 3 months before Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6.3,4.6,8.6,51,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),90.9,85.3,94.5,179,Smoker,Smoked 3 months before Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),90.8,83.1,95.1,98,Smoker,Smoked last 3 months of Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),6.8,5.1,9.1,59,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,NBW (>2500g),93.2,90.9,94.9,842,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,55
"(44.393191174, -89.816370742)",Baby's Weight,Wisconsin,LBW (<=2500g),9.2,4.9,16.9,13,Smoker,Smoked last 3 months of Pregnancy,QUO7,55
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),97.1,86.1,99.5,77,Unknown PNC,Adequacy of Prenatal care,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),2.9,0.5,13.9,3,Unknown PNC,Adequacy of Prenatal care,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),97,93.3,98.7,83,Inadequate PNC,Adequacy of Prenatal care,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.1,91.3,96,957,Adequate PNC,Adequacy of Prenatal care,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),96.5,94.4,97.8,390,Intermediate PNC,Adequacy of Prenatal care,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),3,1.3,6.7,11,Inadequate PNC,Adequacy of Prenatal care,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.9,4,8.7,59,Adequate PNC,Adequacy of Prenatal care,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),3.5,2.2,5.6,25,Intermediate PNC,Adequacy of Prenatal care,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.2,2.2,7.9,20,"$50,000 or more",Income (years 2004 and beyond),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),97.5,95.6,98.6,371,"Less than $10,000",Income (years 2004 and beyond),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.8,92.1,97.8,387,"$50,000 or more",Income (years 2004 and beyond),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.6,2.7,11.3,18,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),91.9,86.1,95.4,369,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),8.1,4.6,13.9,32,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),2.5,1.4,4.4,21,"Less than $10,000",Income (years 2004 and beyond),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.4,88.7,97.3,288,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.7,3.1,7,57,Married,Marital Status,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.3,93,96.9,938,Married,Marital Status,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.8,3.4,9.6,41,Other,Marital Status,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.2,90.4,96.6,569,Other,Marital Status,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.4,3.5,8.4,49,20-29 yrs,Maternal Age (3 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.6,91.6,96.5,763,20-29 yrs,Maternal Age (3 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.9,2.5,13.4,14,<20 yrs,Maternal Age (3 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.3,2.5,7.4,35,30+ yrs,Maternal Age (3 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.7,92.6,97.5,610,30+ yrs,Maternal Age (3 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.1,86.6,97.5,134,<20 yrs,Maternal Age (3 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),3.7,2,6.9,22,20-24 yrs,Maternal Age (4 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),96.3,93.1,98,361,20-24 yrs,Maternal Age (4 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.4,3.4,8.4,44,25-34 yrs,Maternal Age (4 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.4,2.4,11.7,18,35+ yrs,Maternal Age (4 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.9,2.5,13.4,14,<20 yrs,Maternal Age (4 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.1,86.6,97.5,134,<20 yrs,Maternal Age (4 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.6,91.6,96.6,775,25-34 yrs,Maternal Age (4 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.6,88.3,97.6,237,35+ yrs,Maternal Age (4 Levels),QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.2,91.5,97.3,523,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.8,2.7,8.5,30,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),92.2,81,97,59,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.2,90,96.7,489,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4,2.3,7,29,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),7.8,3,19,7,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.8,3.3,10,31,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),96,93,97.7,436,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95,93.1,96.4,1448,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5,3.6,6.9,90,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),93.6,88,96.7,334,12 yrs,Maternal Education,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.9,92.3,96.6,809,>12 yrs,Maternal Education,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),6.4,3.3,12,24,12 yrs,Maternal Education,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.1,3.4,7.7,56,>12 yrs,Maternal Education,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),97,94.9,98.3,360,< 12 yrs,Maternal Education,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),3,1.7,5.1,18,< 12 yrs,Maternal Education,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.9,3,7.7,17,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.9,3.2,7.6,19,Hispanic,Maternal Race/Ethnicity,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.1,92.3,97,313,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),90,85,93.4,149,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),10,6.6,15,17,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.6,4.1,7.6,45,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.4,92.4,95.9,675,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.1,92.4,96.8,370,Hispanic,Maternal Race/Ethnicity,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.4,92.9,97.1,814,Medicaid,Medicaid Recipient,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.5,3.5,8.6,45,Non-Medicaid,Medicaid Recipient,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.6,2.9,7.1,53,Medicaid,Medicaid Recipient,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.5,91.4,96.5,693,Non-Medicaid,Medicaid Recipient,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.9,3.2,7.6,19,Hispanic,Mother Hispanic,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.1,3.4,7.5,78,Non-Hispanic,Mother Hispanic,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.1,92.4,96.8,370,Hispanic,Mother Hispanic,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.9,92.5,96.6,1134,Non-Hispanic,Mother Hispanic,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5,3.7,6.9,98,None,None,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95,93.1,96.3,1507,None,None,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.1,3.1,8.1,49,0,Number of Previous Live Births,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.7,3,7.4,48,1 or more,Number of Previous Live Births,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.9,91.9,96.9,640,0,Number of Previous Live Births,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.3,92.6,97,865,1 or more,Number of Previous Live Births,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.7,3.7,8.8,54,WIC,On WIC during Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.3,91.2,96.3,785,WIC,On WIC during Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.6,92.9,97.3,702,Non-WIC,On WIC during Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.4,2.7,7.1,40,Non-WIC,On WIC during Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),6,3.8,9.3,52,Unintended,Pregnancy Intendedness,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.5,92.9,97.2,881,Intended,Pregnancy Intendedness,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94,90.7,96.2,603,Unintended,Pregnancy Intendedness,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.5,2.8,7.1,46,Intended,Pregnancy Intendedness,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.6,89.4,98.3,283,Smoker,Smoked 3 months before Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.9,3.4,6.9,74,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.1,93.1,96.6,1192,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.4,1.7,10.6,19,Smoker,Smoked 3 months before Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),94.1,83.2,98.1,142,Smoker,Smoked last 3 months of Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,NBW (>2500g),95.3,93.4,96.7,1332,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),4.7,3.3,6.6,80,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,41
"(44.567449424, -120.155031326)",Baby's Weight,Oregon,LBW (<=2500g),5.9,1.9,16.8,13,Smoker,Smoked last 3 months of Pregnancy,QUO7,41
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),6.9,6.3,7.5,176,Adequate PNC,Adequacy of Prenatal care,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),88.4,80.8,93.3,53,Inadequate PNC,Adequacy of Prenatal care,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),9.3,6.2,13.8,23,Unknown PNC,Adequacy of Prenatal care,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),89.8,86.9,92.1,233,Intermediate PNC,Adequacy of Prenatal care,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),90.7,86.2,93.8,109,Unknown PNC,Adequacy of Prenatal care,QUO7,26
